Hugo_Symbol	Entrez_Gene_Id	TCGA-W5-AA2I-11	TCGA-W5-AA2Q-11	TCGA-W5-AA2R-11	TCGA-W5-AA2U-11	TCGA-W5-AA2X-11	TCGA-W5-AA30-11	TCGA-W5-AA31-11	TCGA-W5-AA34-11	TCGA-ZU-A8S4-11
CNIH3	149111	7.3375	8.2645	22.7542	12.2802	6.4103	6.5449	7.2595	6.436	1.0861
CNIH4	29097	364.78	436.639	550.841	446.553	363.248	431.961	337.568	398.23	334.51
CNKSR1	10256	47.1698	38.5675	10.429	32.3751	174.145	56.7221	72.5953	107.804	54.3036
CNKSR2	22866	5.2411	8.2645	8.5328	24.5604	19.2308	11.9989	22.686	16.8946	17.3771
CNKSR3	154043	1024.11	805.785	883.622	3210.72	1344.02	927.188	1319.42	1176.99	1392.34
CNN1	1264	29.3501	125.344	128.94	126.151	216.88	320.698	90.7441	10.4586	26.0657
CNN2	1265	1139.41	1831.96	3992.42	1768.35	1674.15	2240.52	1658.8	784.393	2032.04
CNN3	1266	2851.15	3176.31	2460.3	2813.28	3182.69	2988.82	3951	2662.91	4778.71
CNNM1	26507	22.0126	39.9449	31.287	23.444	22.4359	44.7232	6.3521	16.8946	14.1189
CNNM2	54805	348.008	267.218	263.57	428.691	287.393	342.514	391.107	371.681	231.333
CNNM3	26505	2326	2139.12	1689.5	2476.14	1731.84	2121.63	2352.99	2198.71	1798.53
CNNM4	26504	199.161	216.253	278.739	202.065	262.82	211.617	206.897	274.336	152.05
CNO	55330	232.704	264.463	303.389	319.286	223.291	257.431	189.655	201.931	235.677
CNOT10	25904	432.914	362.259	388.718	433.157	414.53	401.418	392.922	407.884	417.051
CNOT1	23019	2061.03	2226.87	2358.66	2336.96	2302.12	2168.42	2818.44	2669.88	2344.38
CNOT2	4848	938.155	940.771	1083.67	1084.01	1083.33	1030.82	853.902	1035.4	925.333
CNOT3	4849	588.05	658.402	407.68	751.326	798.077	705.754	693.285	574.417	582.134
CNOT4	4850	431.866	298.898	310.026	433.157	446.581	499.591	482.759	452.936	325.821
CNOT6	57472	258.91	309.917	261.673	276.863	337.607	329.425	270.417	295.253	273.69
CNOT6L	246175	684.486	749.311	803.982	1059.45	982.906	841.014	710.526	926.79	1192.51
CNOT7	29883	1199.16	1143.25	1142.45	1485.91	1167.73	1200.98	1257.71	1274.34	1185.99
CNOT8	9337	614.256	808.54	517.658	952.275	776.709	787.565	840.29	800.483	786.316
CNP	1267	2224.05	2153.1	1780.18	2002.5	1816.59	2551.3	2066.23	1696.03	1980.02
CNPY1	285888	1.0482	0	1.8962	0	0	1.0908	0	0	0
CNPY2	10330	2059.75	2106.06	1497.04	2486.18	1685.9	2376.87	1702.36	1483.51	2065.71
CNPY3	10695	1849.06	1863.64	1417.4	3163.83	2485.04	1965.64	1551.72	1267.1	1626.93
CNPY4	245812	74.4235	239.669	103.342	84.8451	190.171	218.162	120.69	102.172	116.21
CNR1	1268	4.1929	8.2645	1.8962	0	7.4786	10.9081	3.6298	2.4135	3.2582
CNR2	1269	1.0482	4.1322	1.8962	2.2328	1.0684	2.1816	1.8149	4.0225	3.2582
CNRIP1	25927	57.652	206.612	69.2107	97.1253	115.385	181.074	63.5209	57.9244	92.316
CNST	163882	997.904	752.066	652.287	1566.29	1342.95	1019.91	1445.55	780.37	1461.85
CNTD1	124817	19.3606	17.7135	15.7288	11.6215	16.8483	13.9187	16.3158	11.2872	30.1602
CNTD2	79935	89.0985	15.1515	24.6504	8.9311	19.2308	52.3589	15.4265	57.1199	44.5289
CNTF	1270	6.2893	1.3774	10.429	1.1164	9.6154	5.454	8.167	8.8496	4.3443
CNTFR	1271	466.457	398.072	267.362	507.954	223.291	470.139	117.06	288.013	158.566
CNTLN	54875	535.639	522.039	569.803	610.662	458.333	425.416	524.501	449.718	690.741
CNTN1	1272	5.2411	12.3967	7.5847	3.3491	12.8205	14.1805	11.7967	10.4586	3.2582
CNTN2	6900	3.1447	4.1322	0	2.2328	8.547	19.6346	3.6298	0.8045	4.3443
CNTN3	5067	245.283	96.4187	96.7054	102.707	148.504	122.171	202.359	209.976	171.599
CNTN4	152330	82.8092	141.873	57.8336	102.707	112.18	165.803	50.8167	87.6911	58.6478
CNTN5	53942	0	0	0	0	2.1368	2.1816	0	1.609	0
CNTN6	27255	0	0	0	1.1164	1.0684	0	0	0	0
CNTNAP1	8506	26.2055	88.1543	13.2733	31.2587	77.9915	119.989	37.2051	27.3532	24.9796
CNTNAP2	26047	554.507	194.215	284.428	174.156	436.966	80.7199	631.579	462.591	280.206
CNTNAP3	79937	25.1572	11.0193	10.429	30.1423	29.9145	41.4508	20.8711	12.8721	28.2378
CNTNAP4	85445	1.0482	1.3774	0.9481	0	1.0684	0	0.9074	0.8045	1.0861
CNTNAP5	129684	0	0	0	0	0	0	0	0	0
CNTROB	116840	551.363	520.661	391.562	474.463	470.086	584.674	424.682	482.703	439.859
COASY	80347	2083.86	2304.41	1663.9	1875.52	1972.22	1941.64	2574.41	2079.65	1846.32
COBL	23242	1617.4	966.942	1299.83	1635.5	1452.99	1408.24	1316.7	1596.94	1167.53
COBLL1	22837	3432.91	3122.59	3408.39	5040.47	5238.25	3726.21	7658.8	4166.53	5746.4
COBRA1	25920	1061.84	1515.15	791.657	1071.73	1152.78	1302.43	1079.85	1159.29	1066.52
COCH	1690	33.239	15.1515	5.6886	0	4.8077	5.454	2.7223	56.3154	3.3668
COG1	9382	645.168	481.818	712.747	783.69	651.88	747.401	582.541	716.243	581.591
COG2	22796	327.044	300.276	141.266	305.889	393.162	351.241	374.773	337.088	352.973
COG3	83548	1068.13	831.956	1459.11	1368.69	1289.53	1018.82	1155.17	1176.19	1614.99
COG4	25839	1359.54	1285.12	736.668	1086.24	1326.92	1275.16	1335.75	953.339	1067.61
COG5	10466	298.197	326.997	301.218	319.799	325.096	336.024	406.996	418.029	384.838
COG6	57511	337.526	336.088	347.002	360.592	293.803	383.965	461.887	509.252	491.99
COG7	91949	479.036	417.355	442.759	425.342	450.855	466.867	446.461	493.162	423.568
COG8	84342	632.883	494.27	432.339	566.977	510	514.066	621.443	569.67	572.761
COIL	8161	334.382	337.466	296.753	419.76	354.701	394.873	425.59	445.696	305.186
COL10A1	1300	6.2893	11.0193	8.5328	16.7457	54.4872	13.0897	4.5372	4.827	3.2582
COL11A1	1301	0	33.0579	2.8443	1.1164	5.3419	3.2724	49.0018	8.0451	3.2582
COL11A2	1302	17.8197	19.2837	16.1176	20.0949	59.8291	19.6346	22.686	10.4586	19.5493
COL12A1	1303	170.859	986.226	222.802	343.846	277.778	404.69	392.014	195.495	156.394
COL13A1	1305	3.1447	8.2645	0.9481	3.3491	13.8889	26.1794	10.8893	10.4586	5.4304
COL14A1	7373	1103.77	2161.16	616.26	674.295	1544.87	3197.16	1013.61	845.535	988.325
COL15A1	1306	16.7715	348.485	39.8199	14.513	219.017	126.534	74.4102	13.6766	17.3771
COL16A1	1307	166.667	549.587	58.7817	127.268	365.385	423.234	117.967	86.0821	93.4021
COL17A1	1308	0	2.7548	0	0	0	2.1816	0	0	11.9468
COL18A1	80781	47288.3	52640.5	54557	42899.2	49719	43389.1	54161.5	41971	59185.4
COL19A1	1310	0	0	0.9481	0	2.1368	0	0	1.609	2.1721
COL1A1	1277	4951.78	18147.4	1584.26	1433.44	12079.1	8173.44	12521.8	3172.16	2196.04
COL1A2	1278	3078.62	12873.3	1621.24	1518.28	6085.47	6507.77	6752.27	1950.93	1603.04
COL20A1	57642	0	0	0	0	0	1.0908	0	1.609	0
COL21A1	81578	25.1572	56.4738	3.7924	26.7932	38.4615	31.6335	23.5935	22.5261	21.7214
COL22A1	169044	1.0482	4.1322	0.9481	2.2328	12.8205	1.0908	0	0	0
COL23A1	91522	26.2055	16.5289	14.2214	14.513	23.5043	14.1805	7.2595	16.0901	21.7214
COL24A1	255631	0	0	0	1.1164	2.1368	4.3632	0.9074	1.609	1.0861
COL25A1	84570	3.1447	38.5675	30.3389	15.6294	20.2991	28.3611	19.9637	29.7667	10.8607
COL27A1	85301	2240.04	515.152	1050.49	838.404	1235.04	974.093	1092.56	1419.15	525.658
COL28A1	340267	2.0964	0	3.7924	3.3491	10.6838	23.9978	1.8149	1.609	86.8857
COL29A1	256076	0	0	0	0	1.0684	0	0	0	0
COL2A1	1280	0	74.3802	0	0	2.1368	0	0.9074	0	0
COL3A1	1281	7349.06	15151.5	2237.5	2496.23	13479.7	12224.7	10683.3	5060.34	4625.58
COL4A1	1282	848.008	4564.74	1232.52	859.615	3445.51	2701.94	1642.47	1003.22	1179.47
COL4A2	1284	1342.77	5944.9	1261.91	1236.95	4553.42	3448.05	1574.41	1109.41	1531.36
COL4A3	1285	25.1572	12.3967	12.3252	18.9785	30.9829	58.9037	30.853	22.5261	10.8607
COL4A3BP	10087	953.878	808.54	1062.81	1173.32	993.59	1076.63	1122.5	1279.16	1101.28
COL4A4	1286	178.197	158.402	92.913	101.591	125	352.332	131.579	129.525	83.6275
COL4A5	1287	278.826	73.0028	21.8061	32.3751	145.299	115.626	297.641	57.9244	202.009
COL4A6	1288	10.4822	1.3774	3.7924	1.1164	9.6154	5.454	8.167	1.609	4.3443
COL5A1	1289	771.489	2433.88	325.195	355.01	1678.42	1660.21	1016.33	645.213	534.347
COL5A2	1290	1072.33	1067.49	451.292	603.963	764.957	1407.14	1563.52	684.634	674.45
COL5A3	50509	5766.25	402.204	253.141	94.8925	642.094	675.211	672.414	1036.2	3922.89
COL6A1	1291	4359.54	7143.25	2671.72	3016.47	5055.56	6424.87	4737.75	4083.67	3037.74
COL6A2	1292	4186.58	10610.2	2639.49	3360.31	6264.96	8730.84	3928.31	2973.45	2467.55
COL6A3	1293	1117.4	3000	797.345	895.339	2797.01	2007.09	1469.15	925.181	753.733
COL6A4P2	646300	4.1929	0	2.8443	6.6983	13.8889	4.3632	0	4.827	2.1721
COL6A6	131873	53.4591	60.6061	73.9512	11.1638	61.9658	20.7254	66.2432	37.8117	20.6354
COL7A1	1294	27.2537	30.303	11.3771	26.7932	79.0598	15.2713	25.4083	4.0225	14.1189
COL8A1	1295	7.3375	26.1708	16.1176	17.8621	56.6239	34.9059	25.4083	5.6315	24.9796
COL8A2	1296	46.1216	139.119	35.0794	40.1898	73.7179	130.897	49.0018	33.7892	15.205
COL9A1	1297	0	9.6419	0.9481	0	2.1368	1.0908	0	0	1.0861
COL9A2	1298	7.3375	33.0579	6.6366	16.7457	112.18	33.8151	9.0744	12.8721	16.2911
COL9A3	1299	125.786	82.6446	44.5603	49.1208	73.7179	133.079	152.45	64.3604	22.8075
COLEC10	10584	516.771	1038.57	559.374	361.708	526.709	775.566	701.452	729.686	642.954
COLEC11	78989	2235.85	4349.86	1389.9	1945.86	2007.48	3670.58	1483.67	1553.5	2472.98
COLEC12	81035	4.1929	82.6446	9.4809	5.5819	25.641	91.628	9.9819	4.827	11.9468
COLQ	8292	57.652	97.438	17.0657	51.3536	83.2692	78.5383	56.1525	46.6613	115.124
COMMD10	51397	367.925	276.86	165.916	238.906	255.342	256.34	286.751	304.908	300.842
COMMD1	150684	506.289	285.124	249.348	355.01	270.299	386.147	333.938	386.967	493.076
COMMD2	51122	395.178	371.901	448.447	403.014	419.872	371.966	483.666	592.116	440.945
COMMD3	23412	808.627	790.372	611.387	926.464	705.694	848.497	704.347	783.878	676.655
COMMD4	54939	1405.66	1548.21	773.643	1271.56	1102.56	1209.71	1020.87	1028.16	1344.56
COMMD5	28991	461.698	512.121	402.38	382.886	466.378	442.062	405.227	418.27	409.709
COMMD6	170622	1312.37	1457.3	1169	1648.9	1069.44	1445.32	1036.3	942.88	1270.7
COMMD7	149951	1133.12	975.207	775.539	728.998	884.615	854.104	924.682	948.512	954.657
COMMD8	54951	198.113	195.592	157.383	174.156	141.026	175.62	141.561	190.668	187.89
COMMD9	29099	942.348	734.16	571.699	697.739	724.359	775.566	792.196	854.385	824.328
COMP	1311	4.1929	11.0193	9.4809	0	19.2308	5.454	408.349	4.827	0
COMT	1312	9208.6	4910.47	6011.85	4725.65	4119.66	5701.66	6147.01	8785.2	6474.07
COMTD1	118881	589.098	415.978	210.476	286.91	259.615	385.056	337.568	315.366	354.059
COPA	1314	3525.16	3863.64	4988.86	4499.02	3951.61	4572.68	3904.72	4275.95	4864.51
COPB1	1315	1856.39	2110.19	2947.62	2346.29	2327.65	2455.07	2392.51	2753.02	3070.32
COPB2	9276	2203.35	2118.46	3225.41	2412.5	2392.09	2567.77	2726.86	2764.28	3465.65
COPE	11316	2994.76	3471.07	2107.61	2867.99	2211.54	3140.44	2488.2	2502.82	2565.21
COPG2	26958	159.329	108.815	115.667	104.94	145.299	198.527	160.617	230.089	190.062
COPG	22820	3267.3	3440.77	3866.32	4200.95	3858.97	4239.98	3847.55	3891.39	4727.67
COPS2	9318	1238.99	1146.01	1261.91	1335.19	1157.05	1103.9	1208.71	1407.08	1246.81
COPS3	8533	688.679	719.008	734.771	832.822	741.453	774.475	691.47	761.866	789.574
COPS4	51138	547.17	504.132	463.617	503.489	478.632	517.044	584.392	565.567	603.856
COPS5	10987	1262.05	1033.06	998.341	1140.94	1028.85	1106.08	1259.53	1226.87	1240.29
COPS6	10980	1774.63	1763.09	1310.26	1879.99	1416.67	1876.19	1557.17	1483.51	1540.05
COPS7A	50813	1567.09	1589.53	1298.89	1637.73	1336.54	1882.74	1510.89	1567.98	1655.17
COPS7B	64708	541.929	476.584	348.898	486.743	547.009	525.77	392.922	494.771	342.112
COPS8	10920	574.423	539.945	578.336	553.715	685.897	559.564	526.307	705.543	689.655
COPZ1	22818	2745.28	2831.96	2184.4	3024.28	2292.74	3051	2375.68	2555.11	2692.37
COPZ2	51226	563.941	561.984	420.005	509.071	358.974	524.68	411.071	391.794	515.884
COQ10A	93058	601.677	479.339	303.389	399.665	512.821	460.322	985.481	424.779	625.577
COQ10B	80219	873.166	758.953	1205.97	823.891	938.034	740.66	818.512	1001.61	1366.28
COQ2	27235	322.851	261.708	191.515	145.13	176.282	280.338	436.479	393.403	445.289
COQ3	51805	373.166	201.102	163.072	229.975	211.538	258.522	300.363	252.615	255.227
COQ4	51117	1551.36	1402.2	1344.39	1358.64	1415.6	1323.15	1316.7	1242.16	1669.29
COQ5	84274	1287.21	1068.87	1039.11	1350.82	1052.35	1108.26	1402.9	1279.16	1202.28
COQ6	51004	759.036	573.264	589.192	518.951	426.87	689.599	606.325	768.632	724.942
COQ7	10229	353.25	351.24	340.365	395.2	375	346.878	348.457	471.44	458.322
COQ9	57017	2851.15	1940.77	1817.49	1713.65	2266.03	2141.26	2216.88	2525.34	2226.45
CORIN	10699	0	6.8871	10.429	4.4655	6.4103	6.5449	2.7223	4.0225	2.1721
CORO1A	11151	277.778	1845.73	480.683	552.61	750	1169.35	372.051	328.238	537.605
